chennai_crime_dataset_high_accuracy_5000_records
crime_id,crime_type,reported_datetime,road_name,latitude,longitude,road_segment_id,lighting,road_type,crime_count_6mo,crime_types_in_area,police_distance_km,cctv_present,eyewitness_reports,victims_count,victims_age_group,victims_gender,severity_level,case_status,primary_evidence,jurisdiction,reported_by,community_reports,safety_score,affected_route_id,affected_segments,proximity_to_route_km,sanitized_description,area_type,hour,month,day_of_week,is_night,is_weekend
crime_0657,rape,2025-04-18 18:20:21,Road_51,13.122639,80.261202,seg_9975,Good,Main road,50,homicide,0.49,Yes,2,2,Adult,Mixed,Critical,Closed - Unsolved,CCTV footage,Chennai North,Anonymous Tip,2,9.236,route_976,seg_2433;seg_5110,0.074,Crime incident reported and under investigation.,very_low_crime,17,4,4,0,0
crime_0658,burglary,2025-07-31 18:20:21,Road_5,13.104591,80.218259,seg_6574,Poor,Highway,79,"robbery,theft,rape",3.03,Yes,0,1,Adult,Male,Low,Closed - Unsolved,No evidence,Chennai South,Citizen App,11,6.167,route_543,seg_6297;seg_6184;seg_6746;seg_2681,0.312,Crime incident reported and under investigation.,medium_crime,7,7,3,0,0
crime_0659,scam,2025-06-06 18:20:21,Road_92,13.047559,80.275892,seg_3853,Good,Alley,50,"vandalism,murder",1.95,No,1,3,Child,Mixed,High,Open,Digital trace,Chennai West,Anonymous Tip,7,6.852,route_248,seg_6068;seg_1800;seg_9698,0.124,Crime incident reported and under investigation.,low_crime,12,6,4,0,0
crime_0660,eve_teasing,2025-10-10 18:20:21,Road_80,12.974562,80.326148,seg_3419,Moderate,Residential,188,homicide,2.99,Yes,1,2,Child,Female,High,Closed - Arrest,Digital trace,Chennai Central,Citizen App,2,6.146,route_710,seg_1047;seg_1100;seg_4853,0.253,Crime incident reported and under investigation.,medium_crime,3,10,4,1,0
crime_0661,robbery,2025-02-19 18:20:21,Road_63,12.979401,80.226023,seg_4741,Good,Residential,50,"vandalism,eve_teasing,rape",1.7,Yes,3,1,Mixed,Female,Low,Closed - Arrest,Digital trace,Chennai East,Anonymous Tip,12,7.131,route_957,seg_1382;seg_7986;seg_1530,1.774,Crime incident reported and under investigation.,low_crime,15,2,2,0,0
crime_0662,burglary,2025-08-21 18:20:21,Road_73,13.118033,80.251694,seg_3036,Moderate,Alley,386,scam,1.14,No,1,3,Mixed,Female,Critical,Closed - Arrest,Digital trace,Chennai West,Citizen App,12,6.271,route_129,seg_7871,0.082,Crime incident reported and under investigation.,low_crime,22,8,3,1,0
crime_0663,robbery,2024-11-05 18:20:21,Road_92,13.065867,80.334597,seg_5557,Moderate,Highway,97,eve_teasing,2.35,Yes,4,3,Mixed,Mixed,High,Under Investigation,CCTV footage,Chennai North,Anonymous Tip,7,7.934,route_112,seg_4129;seg_8989,1.25,Crime incident reported and under investigation.,low_crime,5,11,1,1,0
crime_0664,rape,2025-10-28 18:20:21,Road_74,13.120871,80.243891,seg_8963,Moderate,Market street,105,rape,1.61,No,5,1,Mixed,Mixed,Low,Open,No evidence,Chennai West,Hospital,1,6.594,route_770,seg_2287;seg_9868,1.611,Crime incident reported and under investigation.,low_crime,12,10,1,0,0
crime_0665,assault,2025-09-29 18:20:21,Road_93,13.113711,80.201158,seg_4726,Moderate,Alley,249,assault,3.22,No,5,3,Child,Male,Medium,Under Investigation,Forensic samples,Chennai North,Police Report,3,6.406,route_201,seg_6070;seg_3889,0.288,Crime incident reported and under investigation.,medium_crime,11,9,0,0,0
crime_0666,theft,2025-03-27 18:20:21,Road_56,13.112191,80.242328,seg_9598,Good,Underpass,64,"scam,theft,homicide",1.51,No,2,2,Adult,Female,High,Open,Digital trace,Chennai East,Anonymous Tip,9,8.331,route_247,seg_1901;seg_8786;seg_4971;seg_5381,1.655,Crime incident reported and under investigation.,low_crime,12,3,3,0,0
crime_0667,scam,2025-08-10 18:20:21,Road_20,13.106441,80.182192,seg_1879,Moderate,Main road,400,"homicide,murder,burglary",2.59,No,3,2,Mixed,Female,Low,Open,No evidence,Chennai North,Citizen App,6,4.549,route_267,seg_4361;seg_5771,0.212,Crime incident reported and under investigation.,medium_crime,11,8,6,0,1
crime_0668,vandalism,2025-07-08 18:20:21,Road_96,12.999347,80.340907,seg_2478,Moderate,Residential,271,vandalism,2.87,No,3,3,Adult,Mixed,Low,Closed - Arrest,No evidence,Chennai North,Police Report,7,5.857,route_354,seg_3572;seg_3924;seg_6416;seg_6956,0.179,Crime incident reported and under investigation.,medium_crime,18,7,1,0,0
crime_0669,vandalism,2025-06-13 18:20:21,Road_78,13.037477,80.289115,seg_5131,Moderate,Residential,114,"vandalism,rape,murder",2.05,Yes,4,1,Child,Mixed,Medium,Closed - Unsolved,CCTV footage,Chennai North,Police Report,4,7.319,route_813,seg_6898;seg_8619,1.721,Crime incident reported and under investigation.,low_crime,4,6,4,1,0
crime_0670,scam,2025-09-07 18:20:21,Road_64,13.046334,80.325689,seg_6510,Good,Underpass,50,eve_teasing,1.92,Yes,5,1,Mixed,Male,Medium,Open,CCTV footage,Chennai North,Police Report,8,6.446,route_961,seg_1593;seg_4901;seg_2241;seg_2063,0.2,Crime incident reported and under investigation.,low_crime,12,9,6,0,1
crime_0671,rape,2025-05-13 18:20:21,Road_91,13.149231,80.316704,seg_6641,Good,Underpass,50,"assault,vandalism,scam",0.37,Yes,4,2,Mixed,Female,High,Closed - Arrest,Forensic samples,Chennai East,Citizen App,11,8.917,route_362,seg_2175;seg_3549;seg_6352;seg_5490,1.948,Crime incident reported and under investigation.,very_low_crime,19,5,1,0,0
crime_0672,burglary,2024-11-28 18:20:21,Road_98,12.988412,80.305412,seg_3573,Moderate,Main road,220,"murder,homicide,burglary",2.51,No,0,2,Adult,Male,Low,Under Investigation,No evidence,Chennai North,NGO Report,1,4.006,route_345,seg_3894;seg_1948;seg_6052;seg_8172,1.834,Crime incident reported and under investigation.,medium_crime,18,11,3,0,0
crime_0673,murder,2024-12-06 18:20:21,Road_28,13.103376,80.268059,seg_1117,Good,Market street,50,"homicide,robbery,theft",0.63,Yes,2,2,Adult,Mixed,Low,Open,CCTV footage,Chennai South,Anonymous Tip,8,9.153,route_844,seg_4338;seg_2929;seg_6151,0.06,Crime incident reported and under investigation.,very_low_crime,8,12,4,0,0
crime_0674,eve_teasing,2025-09-08 18:20:21,Road_6,12.999588,80.285451,seg_1634,Moderate,Underpass,236,"assault,murder,vandalism",2.36,No,4,2,Child,Female,Critical,Under Investigation,CCTV footage,Chennai East,Anonymous Tip,8,4.735,route_151,seg_8764;seg_5055,0.413,Crime incident reported and under investigation.,medium_crime,14,9,0,0,0
crime_0675,murder,2025-07-16 18:20:21,Road_1,13.104269,80.190208,seg_1954,Poor,Underpass,276,"robbery,theft",2.16,Yes,3,1,Mixed,Female,High,Closed - Arrest,Witness statements,Chennai South,Anonymous Tip,8,5.456,route_880,seg_2377;seg_6518,0.612,Crime incident reported and under investigation.,medium_crime,23,7,2,1,0
crime_0676,robbery,2025-07-24 18:20:21,Road_55,13.022633,80.245444,seg_1741,Moderate,Alley,128,assault,3.0,Yes,0,3,Mixed,Male,Critical,Open,Witness statements,Chennai South,Citizen App,11,7.474,route_912,seg_8395;seg_1857;seg_8485;seg_5952,1.886,Crime incident reported and under investigation.,low_crime,23,7,3,1,0
crime_0677,robbery,2024-11-19 18:20:21,Road_80,12.992852,80.229688,seg_5804,Moderate,Underpass,108,"murder,vandalism",1.44,No,5,2,Child,Mixed,Low,Under Investigation,CCTV footage,Chennai West,Police Report,1,7.805,route_698,seg_2314;seg_9025,1.843,Crime incident reported and under investigation.,low_crime,14,11,1,0,0
crime_0678,robbery,2025-03-17 18:20:21,Road_99,13.013177,80.259433,seg_4025,Good,Alley,50,"eve_teasing,vandalism",1.16,Yes,4,1,Child,Female,Low,Closed - Arrest,Forensic samples,Chennai East,Police Report,1,7.092,route_974,seg_5090,0.02,Crime incident reported and under investigation.,low_crime,14,3,0,0,0
crime_0679,rape,2025-05-09 18:20:21,Road_81,13.092081,80.197758,seg_5564,Moderate,Highway,240,robbery,2.5,No,5,3,Mixed,Male,Critical,Open,Forensic samples,Chennai West,Hospital,9,4.842,route_344,seg_8230;seg_3918;seg_3463;seg_2281,0.457,Crime incident reported and under investigation.,medium_crime,19,5,4,0,0
crime_0680,theft,2024-11-18 18:20:21,Road_88,13.038025,80.234658,seg_9969,Moderate,Alley,70,"robbery,murder",1.41,Yes,3,2,Child,Male,Medium,Open,Witness statements,Chennai East,Police Report,3,8.217,route_228,seg_1668,0.448,Crime incident reported and under investigation.,low_crime,4,11,0,1,0
crime_0681,theft,2025-09-19 18:20:21,Road_94,13.089778,80.270358,seg_5472,Good,Underpass,50,"robbery,homicide",0.87,Yes,3,3,Adult,Mixed,High,Under Investigation,Digital trace,Chennai East,NGO Report,3,9.755,route_888,seg_2424;seg_4911;seg_7014,1.733,Crime incident reported and under investigation.,very_low_crime,0,9,4,1,0
crime_0682,assault,2025-06-10 18:20:21,Road_27,12.980596,80.243916,seg_6564,Moderate,Main road,50,"theft,scam",2.62,Yes,2,3,Mixed,Male,Medium,Closed - Arrest,CCTV footage,Chennai North,Citizen App,0,8.124,route_974,seg_9172;seg_8347;seg_1105,1.615,Crime incident reported and under investigation.,low_crime,10,6,1,0,0
crime_0683,vandalism,2025-02-27 18:20:21,Road_99,13.048214,80.276576,seg_1567,Good,Underpass,50,eve_teasing,1.96,Yes,0,3,Mixed,Mixed,Low,Open,Digital trace,Chennai East,Anonymous Tip,5,6.011,route_685,seg_1495;seg_2871;seg_8578;seg_7557,0.905,Crime incident reported and under investigation.,low_crime,11,2,3,0,0
crime_0684,eve_teasing,2025-06-04 18:20:21,Road_82,13.128931,80.318041,seg_5545,Good,Residential,50,"vandalism,homicide",0.63,Yes,2,1,Mixed,Female,Critical,Closed - Arrest,Forensic samples,Chennai South,Hospital,0,9.755,route_451,seg_9938;seg_1894;seg_9156,1.149,Crime incident reported and under investigation.,very_low_crime,8,6,2,0,0
crime_0685,assault,2024-11-14 18:20:21,Road_37,13.142774,80.298778,seg_1664,Good,Residential,50,"murder,assault,rape",0.9,Yes,5,1,Child,Female,Low,Open,CCTV footage,Chennai Central,Anonymous Tip,0,9.607,route_869,seg_3166;seg_7072,0.584,Crime incident reported and under investigation.,very_low_crime,19,11,3,0,0
crime_0686,scam,2025-06-24 18:20:21,Road_16,13.14974,80.283515,seg_6257,Good,Market street,50,"homicide,theft,burglary",0.71,Yes,4,1,Mixed,Mixed,High,Under Investigation,CCTV footage,Chennai East,Anonymous Tip,3,9.645,route_921,seg_4189;seg_5679,0.057,Crime incident reported and under investigation.,very_low_crime,14,6,1,0,0
crime_0687,assault,2025-06-30 18:20:21,Road_32,12.991054,80.348716,seg_9965,Poor,Underpass,400,"eve_teasing,rape,assault",3.95,No,2,1,Child,Male,High,Open,Forensic samples,Chennai North,NGO Report,3,6.345,route_938,seg_4554;seg_2916;seg_5446;seg_7511,1.72,Crime incident reported and under investigation.,medium_crime,9,6,0,0,0
crime_0688,murder,2025-07-29 18:20:21,Road_85,13.000496,80.256223,seg_7286,Moderate,Alley,50,rape,2.26,Yes,0,1,Child,Male,Critical,Under Investigation,CCTV footage,Chennai West,Police Report,7,6.96,route_160,seg_5141;seg_9111;seg_1266;seg_7293,1.384,Crime incident reported and under investigation.,low_crime,12,7,1,0,0
crime_0689,scam,2025-07-01 18:20:21,Road_15,13.012091,80.303289,seg_3843,Moderate,Highway,400,"homicide,assault,burglary",2.21,No,4,3,Child,Mixed,Medium,Under Investigation,No evidence,Chennai West,Anonymous Tip,6,4.575,route_464,seg_4621;seg_9918,1.984,Crime incident reported and under investigation.,medium_crime,20,7,1,1,0
crime_0690,theft,2025-11-01 18:20:21,Road_8,13.078229,80.18066,seg_5190,Moderate,Highway,400,"assault,eve_teasing,vandalism",2.87,No,0,3,Adult,Female,Medium,Under Investigation,No evidence,Chennai East,Police Report,0,4.123,route_159,seg_5501,1.475,Crime incident reported and under investigation.,medium_crime,12,11,5,0,1
crime_0691,eve_teasing,2025-09-21 18:20:21,Road_91,13.125007,80.21882,seg_4816,Poor,Residential,400,scam,2.21,No,5,3,Adult,Mixed,Critical,Closed - Unsolved,Digital trace,Chennai West,Anonymous Tip,12,4.023,route_527,seg_9262,0.222,Crime incident reported and under investigation.,medium_crime,22,9,6,1,1
crime_0692,burglary,2025-10-18 18:20:21,Road_15,13.116695,80.307289,seg_3202,Good,Market street,50,"robbery,assault,homicide",0.58,Yes,2,2,Mixed,Mixed,Medium,Closed - Unsolved,Forensic samples,Chennai Central,Citizen App,2,9.46,route_511,seg_8981;seg_2435;seg_8532;seg_4459,0.665,Crime incident reported and under investigation.,very_low_crime,7,10,5,0,1
crime_0693,homicide,2025-09-14 18:20:21,Road_12,13.1184,80.344014,seg_8560,Good,Market street,50,"scam,theft",0.34,Yes,1,2,Adult,Male,Critical,Under Investigation,No evidence,Chennai Central,Hospital,6,9.243,route_999,seg_5319;seg_9617;seg_8147,1.368,Crime incident reported and under investigation.,very_low_crime,16,9,6,0,1
crime_0694,robbery,2025-09-06 18:20:21,Road_96,13.129104,80.212227,seg_4928,Poor,Underpass,400,"robbery,theft",2.17,Yes,5,3,Child,Female,Low,Closed - Arrest,No evidence,Chennai Central,Police Report,9,4.216,route_136,seg_5471;seg_9857,1.496,Crime incident reported and under investigation.,medium_crime,22,9,5,1,1
crime_0695,theft,2024-11-17 18:20:21,Road_68,13.049029,80.253659,seg_4762,Good,Alley,107,homicide,1.04,Yes,0,1,Child,Male,Critical,Closed - Unsolved,Witness statements,Chennai Central,Police Report,2,7.381,route_285,seg_3887;seg_4856;seg_9144,1.52,Crime incident reported and under investigation.,low_crime,0,11,6,1,1
crime_0696,homicide,2025-03-28 18:20:21,Road_2,13.047787,80.230885,seg_3322,Moderate,Residential,150,robbery,2.46,No,1,3,Child,Mixed,Medium,Open,No evidence,Chennai North,Police Report,0,7.83,route_460,seg_2066;seg_1432,0.321,Crime incident reported and under investigation.,low_crime,12,3,4,0,0
crime_0697,rape,2025-04-21 18:20:21,Road_25,13.124385,80.226905,seg_2855,Poor,Residential,375,"murder,homicide",3.22,Yes,4,3,Child,Male,Critical,Open,Forensic samples,Chennai East,Hospital,10,5.298,route_169,seg_1371;seg_7954,0.407,Crime incident reported and under investigation.,medium_crime,20,4,0,1,0
crime_0698,burglary,2025-10-17 18:20:21,Road_5,12.959068,80.284403,seg_2823,Moderate,Residential,163,"homicide,scam,eve_teasing",2.11,Yes,2,3,Adult,Mixed,Low,Closed - Arrest,CCTV footage,Chennai South,NGO Report,7,4.649,route_999,seg_7462;seg_5541;seg_8051;seg_1979,0.971,Crime incident reported and under investigation.,medium_crime,3,10,4,1,0
crime_0699,scam,2025-10-13 18:20:21,Road_3,12.950044,80.301128,seg_9681,Moderate,Market street,199,assault,2.44,Yes,2,3,Mixed,Male,High,Closed - Arrest,No evidence,Chennai East,Anonymous Tip,5,5.056,route_889,seg_3417;seg_8067,1.334,Crime incident reported and under investigation.,medium_crime,20,10,0,1,0
crime_0700,murder,2025-04-24 18:20:21,Road_70,13.14175,80.259268,seg_9858,Good,Residential,50,"robbery,rape",2.33,Yes,1,2,Adult,Female,Low,Closed - Arrest,Forensic samples,Chennai West,NGO Report,2,6.538,route_615,seg_8809;seg_6221;seg_1127;seg_8295,1.612,Crime incident reported and under investigation.,low_crime,7,4,3,0,0
crime_0701,vandalism,2025-07-31 18:20:21,Road_88,13.045968,80.283605,seg_5594,Moderate,Market street,132,"eve_teasing,robbery,theft",2.78,No,3,3,Mixed,Mixed,Medium,Under Investigation,Digital trace,Chennai South,Hospital,6,6.147,route_367,seg_7560;seg_1315;seg_5102;seg_9633,1.581,Crime incident reported and under investigation.,low_crime,11,7,3,0,0
crime_0702,vandalism,2025-03-16 18:20:21,Road_75,13.097148,80.338411,seg_5821,Good,Underpass,50,scam,0.63,Yes,0,1,Adult,Female,Critical,Closed - Arrest,No evidence,Chennai East,Anonymous Tip,12,9.742,route_478,seg_4653;seg_9542;seg_4747,0.237,Crime incident reported and under investigation.,very_low_crime,5,3,6,1,1
crime_0703,scam,2025-07-07 18:20:21,Road_50,13.018548,80.312894,seg_9517,Poor,Highway,321,burglary,2.34,Yes,4,1,Mixed,Male,Critical,Open,Witness statements,Chennai South,Citizen App,7,4.782,route_386,seg_7234;seg_7336,1.329,Crime incident reported and under investigation.,medium_crime,20,7,0,1,0
crime_0704,homicide,2025-08-19 18:20:21,Road_69,13.090344,80.308104,seg_9076,Good,Main road,50,"homicide,murder,rape",0.59,Yes,4,3,Child,Female,High,Under Investigation,Forensic samples,Chennai West,NGO Report,6,9.753,route_583,seg_5034;seg_7260;seg_6097,0.323,Crime incident reported and under investigation.,very_low_crime,3,8,1,1,0
crime_0705,eve_teasing,2025-06-30 18:20:21,Road_70,12.95463,80.312075,seg_4320,Moderate,Residential,75,eve_teasing,3.9,Yes,0,3,Child,Mixed,Low,Open,CCTV footage,Chennai South,Hospital,10,5.248,route_264,seg_8264;seg_9981,0.864,Crime incident reported and under investigation.,medium_crime,10,6,0,0,0
crime_0706,eve_teasing,2025-08-08 18:20:21,Road_68,13.134957,80.220285,seg_3282,Poor,Highway,385,eve_teasing,3.31,Yes,3,2,Mixed,Female,High,Under Investigation,CCTV footage,Chennai Central,Police Report,0,4.916,route_777,seg_9876;seg_3527;seg_1211;seg_2667,1.124,Crime incident reported and under investigation.,medium_crime,23,8,4,1,0
crime_0707,assault,2025-05-29 18:20:21,Road_52,13.080856,80.326166,seg_9730,Good,Main road,50,"assault,theft,eve_teasing",0.42,Yes,5,3,Adult,Male,Low,Closed - Arrest,Witness statements,Chennai South,Hospital,5,9.615,route_669,seg_6101;seg_5246;seg_1411;seg_9923,1.612,Crime incident reported and under investigation.,very_low_crime,22,5,3,1,0
crime_0708,murder,2025-06-30 18:20:21,Road_96,13.00303,80.308985,seg_5984,Poor,Alley,400,"rape,homicide,eve_teasing",3.85,No,2,2,Mixed,Male,Low,Closed - Unsolved,CCTV footage,Chennai North,Anonymous Tip,0,5.017,route_255,seg_8686;seg_3702,0.42,Crime incident reported and under investigation.,medium_crime,5,6,0,1,0
crime_0709,homicide,2025-04-11 18:20:21,Road_90,13.148487,80.343328,seg_4389,Good,Market street,50,assault,0.77,Yes,3,1,Adult,Mixed,Medium,Closed - Unsolved,Forensic samples,Chennai West,Hospital,12,8.695,route_654,seg_4239;seg_4547,0.415,Crime incident reported and under investigation.,very_low_crime,14,4,4,0,0
crime_0710,theft,2025-04-07 18:20:21,Road_99,13.068885,80.204143,seg_7218,Moderate,Market street,263,"theft,robbery",3.42,No,1,2,Mixed,Female,Low,Closed - Unsolved,Witness statements,Chennai North,Citizen App,5,4.023,route_762,seg_1899,0.274,Crime incident reported and under investigation.,medium_crime,16,4,0,0,0
crime_0711,rape,2024-12-26 18:20:21,Road_93,13.11616,80.249556,seg_7439,Moderate,Alley,50,scam,2.6,Yes,4,3,Child,Mixed,Critical,Closed - Arrest,No evidence,Chennai North,Police Report,0,7.013,route_241,seg_9952,0.521,Crime incident reported and under investigation.,low_crime,15,12,3,0,0
crime_0712,robbery,2025-10-27 18:20:21,Road_79,13.083271,80.333367,seg_2010,Good,Residential,50,"scam,burglary,vandalism",0.95,Yes,5,3,Child,Female,High,Under Investigation,Forensic samples,Chennai East,Police Report,8,8.728,route_257,seg_1163;seg_4388,1.743,Crime incident reported and under investigation.,very_low_crime,8,10,0,0,0
crime_0713,theft,2025-03-28 18:20:21,Road_32,12.995983,80.342446,seg_6160,Moderate,Main road,400,"vandalism,eve_teasing",2.15,No,0,2,Adult,Male,Critical,Open,CCTV footage,Chennai East,NGO Report,6,4.29,route_451,seg_6692;seg_8454;seg_9163;seg_2344,1.754,Crime incident reported and under investigation.,medium_crime,3,3,4,1,0
crime_0714,burglary,2025-03-09 18:20:21,Road_73,12.950602,80.22519,seg_9628,Good,Underpass,81,"robbery,scam,rape",1.18,Yes,3,3,Child,Mixed,High,Closed - Unsolved,No evidence,Chennai East,Citizen App,3,8.134,route_668,seg_7694,0.542,Crime incident reported and under investigation.,low_crime,20,3,6,1,1
crime_0715,assault,2025-09-26 18:20:21,Road_33,13.093264,80.191523,seg_5880,Moderate,Market street,226,robbery,3.81,Yes,3,3,Mixed,Mixed,Medium,Under Investigation,No evidence,Chennai East,NGO Report,6,6.322,route_508,seg_6596;seg_5819;seg_2008;seg_6758,1.475,Crime incident reported and under investigation.,medium_crime,3,9,4,1,0
crime_0716,vandalism,2025-09-07 18:20:21,Road_40,13.109815,80.223892,seg_5525,Moderate,Underpass,133,eve_teasing,3.95,Yes,0,2,Mixed,Mixed,Critical,Under Investigation,Forensic samples,Chennai West,Police Report,9,5.945,route_800,seg_6096;seg_8791,0.077,Crime incident reported and under investigation.,medium_crime,12,9,6,0,1
crime_0717,vandalism,2025-04-07 18:20:21,Road_34,13.104375,80.207089,seg_1261,Poor,Residential,299,homicide,2.51,Yes,1,1,Child,Female,Low,Under Investigation,CCTV footage,Chennai Central,Police Report,2,4.369,route_712,seg_7600;seg_2206;seg_4008,1.012,Crime incident reported and under investigation.,medium_crime,22,4,0,1,0
crime_0718,robbery,2025-01-22 18:20:21,Road_88,13.021055,80.288425,seg_9831,Good,Residential,50,"robbery,rape",1.49,Yes,3,2,Mixed,Male,High,Closed - Arrest,Witness statements,Chennai South,Anonymous Tip,6,6.632,route_485,seg_1312,0.186,Crime incident reported and under investigation.,low_crime,17,1,2,0,0
crime_0719,burglary,2024-11-15 18:20:21,Road_36,13.004656,80.182193,seg_8325,Good,Market street,50,"rape,theft,robbery",2.36,No,0,3,Mixed,Mixed,High,Under Investigation,Witness statements,Chennai South,Anonymous Tip,3,6.252,route_344,seg_1137,1.35,Crime incident reported and under investigation.,low_crime,16,11,4,0,0
crime_0720,eve_teasing,2025-06-13 18:20:21,Road_57,13.026668,80.180548,seg_4562,Moderate,Alley,50,"theft,homicide,vandalism",2.7,Yes,5,2,Adult,Male,Low,Closed - Arrest,Witness statements,Chennai West,NGO Report,10,7.775,route_672,seg_2076;seg_4388;seg_8839,1.396,Crime incident reported and under investigation.,low_crime,18,6,4,0,0
crime_0721,homicide,2025-01-30 18:20:21,Road_19,12.979328,80.183102,seg_5250,Dark,Main road,400,"vandalism,murder,burglary",6.93,No,0,3,Mixed,Female,Medium,Closed - Unsolved,Witness statements,Chennai East,Police Report,0,1.54,route_663,seg_5621;seg_7495,1.831,Crime incident reported and under investigation.,high_crime,12,1,3,0,0
crime_0722,burglary,2025-08-01 18:20:21,Road_69,13.018363,80.285782,seg_7515,Moderate,Residential,242,rape,3.76,Yes,0,1,Mixed,Male,Low,Closed - Unsolved,Witness statements,Chennai South,Citizen App,6,4.067,route_622,seg_3815;seg_4105;seg_2861;seg_5253,1.956,Crime incident reported and under investigation.,medium_crime,5,8,4,1,0
crime_0723,assault,2025-02-17 18:20:21,Road_45,12.971969,80.304571,seg_8792,Moderate,Residential,400,"scam,assault,burglary",2.99,No,4,1,Child,Female,Low,Under Investigation,CCTV footage,Chennai North,NGO Report,9,6.177,route_173,seg_2000;seg_2420,1.195,Crime incident reported and under investigation.,medium_crime,4,2,0,1,0
crime_0724,homicide,2025-10-23 18:20:21,Road_75,13.072368,80.283149,seg_1303,Good,Underpass,65,assault,2.8,Yes,1,1,Mixed,Male,Low,Closed - Unsolved,No evidence,Chennai West,NGO Report,9,6.321,route_324,seg_6652;seg_3405;seg_4247;seg_8781,1.715,Crime incident reported and under investigation.,low_crime,20,10,3,1,0
crime_0725,homicide,2025-05-18 18:20:21,Road_98,13.055789,80.324699,seg_8785,Good,Residential,400,"burglary,assault,vandalism",1.55,No,5,1,Adult,Female,Medium,Closed - Unsolved,No evidence,Chennai South,Police Report,0,7.943,route_170,seg_9075;seg_1979;seg_3308,1.546,Crime incident reported and under investigation.,low_crime,6,5,6,1,1
crime_0726,eve_teasing,2025-02-22 18:20:21,Road_74,13.081382,80.190995,seg_9888,Moderate,Residential,400,homicide,3.89,No,4,1,Mixed,Mixed,Low,Closed - Unsolved,Digital trace,Chennai Central,Hospital,4,5.237,route_310,seg_5300;seg_6194,0.459,Crime incident reported and under investigation.,medium_crime,2,2,5,1,1
crime_0727,scam,2025-05-05 18:20:21,Road_57,13.012813,80.209471,seg_7825,Moderate,Underpass,131,"robbery,scam,assault",2.72,No,4,2,Adult,Mixed,Critical,Closed - Arrest,CCTV footage,Chennai North,Citizen App,3,8.456,route_294,seg_9467;seg_8307;seg_7518,1.972,Crime incident reported and under investigation.,low_crime,19,5,0,0,0
crime_0728,homicide,2025-05-23 18:20:21,Road_43,13.016392,80.224354,seg_2418,Moderate,Residential,116,"theft,burglary",1.38,No,4,1,Mixed,Male,Medium,Closed - Unsolved,Digital trace,Chennai Central,Anonymous Tip,8,7.553,route_919,seg_9319;seg_7132,1.696,Crime incident reported and under investigation.,low_crime,19,5,4,0,0
crime_0729,assault,2025-01-04 18:20:21,Road_43,13.020035,80.279137,seg_7516,Moderate,Alley,253,"rape,theft,robbery",2.45,Yes,3,3,Mixed,Mixed,Low,Under Investigation,Witness statements,Chennai West,Hospital,12,7.279,route_806,seg_9696;seg_1595;seg_3341,0.104,Crime incident reported and under investigation.,low_crime,6,1,5,1,1
crime_0730,theft,2025-09-12 18:20:21,Road_100,13.029455,80.230078,seg_5982,Moderate,Residential,151,"rape,murder",2.36,No,2,2,Child,Female,High,Open,No evidence,Chennai North,Citizen App,12,7.472,route_628,seg_3924,0.699,Crime incident reported and under investigation.,low_crime,8,9,4,0,0
crime_0731,murder,2025-02-22 18:20:21,Road_83,12.9617,80.200314,seg_4229,Poor,Highway,400,scam,7.08,No,1,3,Adult,Male,Low,Closed - Arrest,CCTV footage,Chennai Central,Hospital,11,0.858,route_104,seg_1354;seg_2755;seg_3091;seg_3141,0.408,Crime incident reported and under investigation.,high_crime,21,2,5,1,1
crime_0732,burglary,2025-05-19 18:20:21,Road_21,13.123967,80.18524,seg_3372,Poor,Underpass,94,murder,3.89,Yes,3,1,Child,Mixed,Low,Closed - Arrest,No evidence,Chennai Central,Anonymous Tip,9,4.931,route_376,seg_7462,1.456,Crime incident reported and under investigation.,medium_crime,16,5,0,0,0
crime_0733,murder,2025-07-19 18:20:21,Road_79,13.09786,80.255924,seg_2355,Good,Underpass,109,"eve_teasing,rape",1.62,Yes,3,2,Mixed,Mixed,Medium,Open,Digital trace,Chennai Central,Police Report,0,7.081,route_538,seg_8759;seg_5295;seg_9318;seg_1912,0.313,Crime incident reported and under investigation.,low_crime,4,7,5,1,1
crime_0734,homicide,2025-09-22 18:20:21,Road_46,13.035346,80.211317,seg_2136,Moderate,Highway,107,assault,1.75,Yes,3,2,Adult,Mixed,Low,Under Investigation,Forensic samples,Chennai North,Anonymous Tip,11,6.655,route_603,seg_6488;seg_7376;seg_7308;seg_8402,1.571,Crime incident reported and under investigation.,low_crime,6,9,0,1,0
crime_0735,scam,2025-08-18 18:20:21,Road_50,13.019945,80.331252,seg_7173,Poor,Market street,400,"rape,homicide",3.93,Yes,3,1,Adult,Male,Critical,Open,CCTV footage,Chennai Central,Citizen App,0,4.155,route_918,seg_5580;seg_8465;seg_2492;seg_7822,0.181,Crime incident reported and under investigation.,medium_crime,20,8,0,1,0
crime_0736,murder,2025-07-24 18:20:21,Road_34,12.950005,80.186582,seg_5514,Poor,Residential,400,"homicide,eve_teasing",6.5,No,2,1,Child,Male,Critical,Closed - Unsolved,No evidence,Chennai East,Hospital,9,2.312,route_844,seg_2374,1.096,Crime incident reported and under investigation.,high_crime,20,7,3,1,0
