chennai_crime_dataset_500_synthetic_plus100
crime_id,crime_type,reported_datetime,road_name,latitude,longitude,road_segment_id,lighting,road_type,crime_count_6mo,crime_types_in_area,police_distance_km,cctv_present,eyewitness_reports,victims_count,victims_age_group,victims_gender,severity_level,case_status,primary_evidence,jurisdiction,reported_by,community_reports,safety_score,affected_route_id,affected_segments,proximity_to_route_km,sanitized_description
d144fbfd-acc5-4dcf-92d9-769da830a8c4,burglary,2024-08-12 20:39:05,Besant Nagar Rd,13.022044,80.216184,seg_7332,Good,Highway,217,"burglary,vandalism",0.09,No,5,106,Adult,Mixed,Medium,Under Investigation,CCTV footage,Chennai South,Citizen App,8,0.694,route_668,seg_1651,0.371,Allegation received; case forwarded to investigating officer.
a4d59457-10dc-4d26-add1-8335c8cafcb4,assault,2024-08-11 07:45:30,Besant Nagar Rd,13.08771,80.265624,seg_2625,Dark,Market street,216,"robbery,burglary",3.05,No,0,109,Mixed,Male,Medium,Under Investigation,No evidence,Chennai East,Media Report,1,0.373,route_848,seg_9247;seg_1534;seg_5749;seg_7891,0.318,Reported suspicious activity; law enforcement notified.
62558dfc-0ad6-486d-972e-eae11826f757,assault,2024-08-10 03:44:50,Velachery Bypass,13.000103,80.297955,seg_1202,Good,Highway,222,"eve_teasing,theft,vandalism",1.41,No,0,113,Child,Female,Medium,Open,CCTV footage,Chennai West,Police Report,5,0.467,route_691,seg_7694;seg_1959,0.869,Reported incident matching category; under local jurisdiction.
2bb1a566-c5b4-4541-ad60-6661f975b051,eve_teasing,2024-07-29 14:17:41,Marina Promenade,12.965071,80.342694,seg_9095,Moderate,Residential,370,"theft,burglary",2.02,No,1,116,Mixed,Mixed,High,Closed - Arrest,Witness statements,Chennai West,Police Report,7,0.444,route_652,seg_5500;seg_1920;seg_6766,0.761,Report indicates violent altercation; details under review.
87bc7265-7c93-48b1-ac37-cf48ff7c16c0,assault,2024-07-23 18:34:17,Nungambakkam High Road,12.982999,80.333463,seg_1877,Good,Coastal road,321,"burglary,robbery,theft",2.95,Yes,0,117,Mixed,Mixed,Medium,Open,CCTV footage,Chennai North,Hospital,9,0.371,route_762,seg_3516;seg_1893;seg_6911;seg_1062,0.641,Report indicates violent altercation; details under review.
d3f5b749-7735-45ef-abd6-c1924bc785f6,scam,2024-07-23 07:47:35,Perambur High St,13.069046,80.262536,seg_5413,Good,Underpass,329,burglary,0.5,Yes,4,112,Child,Mixed,Low,Under Investigation,Forensic samples,Chennai Central,Hospital,4,0.871,route_635,seg_7834;seg_1092;seg_7620;seg_1906,1.453,Report indicates violent altercation; details under review.
2d9341d3-a199-4e68-88fe-0f17c8e5b0d8,child_abuse,2024-07-12 13:45:12,Mount Road,12.960373,80.340814,seg_7666,Good,Coastal road,235,vandalism,0.65,No,1,108,Child,Female,Low,Closed - Arrest,Digital trace,Chennai South,Police Report,4,0.268,route_630,seg_6181;seg_1084;seg_7420;seg_4188,0.502,Allegation received; case forwarded to investigating officer.
8a56d2df-1cee-4da3-b91c-038354a99a7a,scam,2024-07-09 22:23:21,Royapettah Main St,13.013457,80.306077,seg_6846,Good,Alley,206,"robbery,vandalism,burglary",0.38,No,0,105,Child,Mixed,Low,Closed - Arrest,Digital trace,Chennai East,Hospital,12,0.645,route_781,seg_3983,0.904,Allegation received; case forwarded to investigating officer.
c8a7a6ad-e8a9-4954-b09b-a68a50a1181f,eve_teasing,2024-07-04 20:42:54,Anna Salai,13.100117,80.321115,seg_7054,Good,Highway,241,theft,0.05,No,0,107,Mixed,Female,High,Open,No evidence,Chennai North,Police Report,7,0.658,route_852,seg_6148,0.146,Allegation received; case forwarded to investigating officer.
d939f0b2-6963-4f4c-a47e-f3ca26d8c8c4,assault,2024-06-30 05:04:15,Marina Promenade,13.107365,80.272922,seg_9686,Poor,Market street,346,arson,0.23,No,0,107,Adult,Mixed,Low,Open,No evidence,Chennai Central,NGO Report,12,0.394,route_248,seg_6785;seg_5659,0.684,Victim(s) reported; case under preliminary investigation.
a8ee68aa-0260-41f3-b223-480d26aed1cc,theft,2024-06-17 17:38:31,Perambur High St,13.088743,80.268736,seg_9053,Poor,Highway,247,"eve_teasing,burglary,assault",0.05,No,0,111,Mixed,Unknown,Low,Under Investigation,Forensic samples,Chennai East,NGO Report,9,0.589,route_236,seg_3425;seg_9548,0.433,Victim(s) reported; case under preliminary investigation.
a218d0fa-4562-4ad8-a8fb-cfc773063e33,assault,2024-06-08 06:38:13,Royapettah Main St,12.956057,80.33335,seg_5745,Moderate,Underpass,314,"fraud,robbery",4.4,Yes,0,109,Mixed,Unknown,Low,Open,CCTV footage,Chennai South,Hospital,6,0.467,route_695,seg_4342;seg_6573;seg_3353;seg_6121,1.292,Report indicates violent altercation; details under review.
73bfc85a-38cb-457a-a548-e5955e828d26,theft,2024-06-06 13:14:47,Choolaimedu Alley,13.029217,80.330487,seg_9197,Moderate,Residential,368,fraud,0.58,No,2,116,Mixed,Female,Low,Open,CCTV footage,Chennai South,NGO Report,9,0.679,route_433,seg_4143;seg_1378;seg_9731,0.922,Allegation received; case forwarded to investigating officer.
fd8def6c-a0d7-4295-9d08-ef01eaa6af17,theft,2024-05-31 01:12:45,Marina Promenade,13.061831,80.233904,seg_1231,Dark,Highway,342,arson,6.52,Yes,3,112,Child,Mixed,Low,Closed - Arrest,Forensic samples,Chennai East,Media Report,10,0.428,route_875,seg_2269;seg_3497,0.154,Victim(s) reported; case under preliminary investigation.
9da62e13-4cc9-4cbd-aaaa-e90ed260c7e6,assault,2024-05-27 19:22:47,Anna Salai,13.099366,80.325679,seg_6098,Good,Alley,267,"eve_teasing,vandalism,theft",2.73,No,0,105,Mixed,Male,Medium,Under Investigation,CCTV footage,Chennai North,Citizen App,11,0.28,route_288,seg_6201;seg_1329,1.15,Reported incident matching category; under local jurisdiction.
2dcceb24-cd82-404d-bb97-637037e58ba0,robbery,2024-05-27 01:17:19,Marina Promenade,13.14127,80.241168,seg_5961,Moderate,Highway,322,"vandalism,fraud,arson",0.75,Yes,1,107,Mixed,Female,Low,Closed - Arrest,Partial evidence,Chennai Central,Media Report,0,0.794,route_229,seg_1744,1.423,Allegation received; case forwarded to investigating officer.
c18e1c19-bc6b-4a5a-b3a6-805822baf313,homicide,2024-05-20 11:29:27,Velachery Bypass,13.073852,80.214008,seg_4848,Moderate,Underpass,368,"theft,fraud,burglary",0.49,Yes,0,110,Adult,Male,Low,Under Investigation,CCTV footage,Chennai West,Hospital,10,0.328,route_789,seg_7291;seg_9099,0.599,Victim(s) reported; case under preliminary investigation.
e1ff502c-96af-4b60-a709-f37a7668563a,scam,2024-05-19 08:49:43,Perambur High St,12.993469,80.231457,seg_5760,Moderate,Residential,349,theft,0.3,No,0,118,Mixed,Female,Medium,Closed - Arrest,Forensic samples,Chennai North,NGO Report,8,0.714,route_691,seg_9747;seg_5684;seg_7920;seg_1209,0.784,Reported incident matching category; under local jurisdiction.
521f6e6c-875f-4ffa-9e4c-bad67656e9b2,homicide,2024-05-14 19:14:44,Choolaimedu Alley,12.987285,80.220972,seg_6291,Good,Market street,229,theft,0.13,No,1,106,Adult,Mixed,Medium,Closed - Arrest,CCTV footage,Chennai South,Hospital,7,0.216,route_542,seg_2641;seg_4065;seg_6865,0.459,Reported suspicious activity; law enforcement notified.
fc14d18b-d1ab-4126-aa43-5fe55570422a,theft,2024-05-10 00:00:26,Perambur High St,13.096535,80.349304,seg_4156,Poor,Underpass,259,"fraud,theft,assault",2.65,No,1,111,Mixed,Female,Medium,Open,No evidence,Chennai West,Police Report,9,0.344,route_453,seg_5425,0.187,Reported incident matching category; under local jurisdiction.
5ea31eba-e65e-4844-9f0d-3d30faee04aa,robbery,2024-05-09 04:00:46,Anna Salai,13.044632,80.225362,seg_5780,Poor,Underpass,237,burglary,0.84,No,0,114,Adult,Female,Medium,Closed - Unsolved,Forensic samples,Chennai Central,Citizen App,9,0.338,route_487,seg_5209;seg_1232;seg_2827,0.906,Allegation received; case forwarded to investigating officer.
e3f7198e-5add-4b78-9be4-67502f6bb131,burglary,2024-05-09 01:03:45,Marina Promenade,12.955329,80.271189,seg_4728,Poor,Residential,234,"vandalism,burglary,arson",0.53,No,0,117,Mixed,Unknown,Low,Closed - Arrest,CCTV footage,Chennai East,Anonymous Tip,1,0.712,route_395,seg_8225,0.471,Victim(s) reported; case under preliminary investigation.
2bf9ab4e-3ba9-497d-b824-0363488e45dd,rape,2024-05-06 02:50:51,Velachery Bypass,13.042231,80.227506,seg_8158,Good,Market street,202,"vandalism,arson",3.63,No,2,112,Mixed,Female,High,Closed - Arrest,No evidence,Chennai Central,Hospital,7,0.041,route_630,seg_8557;seg_1453;seg_1432;seg_7896,0.133,Victim(s) reported; case under preliminary investigation.
b25c9522-125b-4d3a-9059-852a49413ac7,eve_teasing,2024-04-25 01:21:11,T. Nagar Main Rd,13.113513,80.252258,seg_5441,Dark,Alley,295,eve_teasing,0.67,No,4,105,Mixed,Male,High,Closed - Unsolved,Witness statements,Chennai South,NGO Report,2,0.621,route_599,seg_8838;seg_2102;seg_2854;seg_8003,1.439,Report indicates violent altercation; details under review.
2c22082e-fbb2-4f6d-b30a-f3153738510c,robbery,2024-04-07 07:14:55,Kodambakkam Road,12.961199,80.258844,seg_2264,Poor,Main road,215,arson,1.04,No,0,105,Mixed,Unknown,High,Open,Forensic samples,Chennai West,Citizen App,4,0.389,route_311,seg_2274,0.544,Report indicates violent altercation; details under review.
ffba0e97-7788-4d8a-b669-01f03575f47e,theft,2024-03-31 18:32:11,Nungambakkam High Road,13.001611,80.254517,seg_6412,Poor,Highway,228,"robbery,fraud,assault",0.2,No,1,110,Adult,Male,Medium,Under Investigation,No evidence,Chennai South,NGO Report,12,0.588,route_556,seg_9322;seg_2686,0.609,Reported incident matching category; under local jurisdiction.
5ae7f2c6-d95f-4598-bb91-6d48e8d23aa1,assault,2024-03-30 17:56:51,Mount Road,13.041289,80.286395,seg_7542,Moderate,Market street,334,"vandalism,arson,robbery",0.32,Yes,2,113,Mixed,Mixed,Medium,Under Investigation,CCTV footage,Chennai South,Media Report,1,0.794,route_631,seg_5413;seg_7565;seg_1467;seg_3687,0.768,Report indicates violent altercation; details under review.
672518e1-04b3-4ac1-842f-7702892bc3c0,theft,2024-03-18 12:34:32,Marina Promenade,12.958859,80.347541,seg_7547,Dark,Underpass,349,"assault,burglary,theft",0.08,Yes,2,108,Adult,Male,Low,Open,Digital trace,Chennai East,Media Report,9,0.654,route_904,seg_8303;seg_7129,0.587,Allegation received; case forwarded to investigating officer.
2733a95c-a4a0-4ecd-8ad6-9ecbc9392b6e,assault,2024-03-17 09:09:10,T. Nagar Main Rd,13.064328,80.327335,seg_2296,Good,Underpass,335,"robbery,burglary",0.56,Yes,0,105,Child,Mixed,Medium,Under Investigation,No evidence,Chennai Central,Anonymous Tip,9,0.591,route_733,seg_7782;seg_3741;seg_4012;seg_1378,0.188,Victim(s) reported; case under preliminary investigation.
63fcedb2-b35f-42ec-a930-7289a6cc434b,eve_teasing,2024-03-16 13:44:31,Velachery Bypass,13.14006,80.294079,seg_5934,Good,Underpass,277,"burglary,robbery",2.78,Yes,0,109,Adult,Male,Medium,Closed - Unsolved,Partial evidence,Chennai East,Citizen App,7,0.602,route_988,seg_5528;seg_1869,0.291,Victim(s) reported; case under preliminary investigation.
bcb694a3-966e-4cc0-aa06-7da14f16c8eb,theft,2024-03-10 10:09:43,Perambur High St,12.967689,80.270868,seg_2279,Moderate,Underpass,281,"arson,eve_teasing,burglary",2.38,No,1,106,Mixed,Male,High,Under Investigation,CCTV footage,Chennai West,Hospital,8,0.441,route_680,seg_7897;seg_6782;seg_5827,0.434,Reported incident matching category; under local jurisdiction.
b0524f23-b7c8-402a-8896-6f30268ca20d,theft,2024-03-09 10:05:08,Mount Road,13.026787,80.202827,seg_7302,Moderate,Residential,262,"theft,fraud",1.43,Yes,0,120,Mixed,Unknown,Medium,Closed - Arrest,CCTV footage,Chennai East,NGO Report,0,0.89,route_823,seg_5301;seg_4547;seg_1448,0.511,Allegation received; case forwarded to investigating officer.
85bd51e5-d77a-49be-a4e9-d752f80cbfbc,scam,2024-03-06 06:51:50,Adyar Bridge Rd,13.080279,80.339534,seg_8331,Poor,Main road,254,assault,1.42,Yes,0,106,Child,Male,High,Closed - Arrest,No evidence,Chennai South,Citizen App,9,0.519,route_821,seg_3496,0.85,Reported suspicious activity; law enforcement notified.
5b74794b-41c8-49dd-820c-79e80ebcac8a,eve_teasing,2024-02-25 23:10:11,Alwarpet Lane,13.024725,80.305291,seg_8714,Poor,Residential,248,vandalism,0.05,No,3,120,Adult,Male,Medium,Under Investigation,Forensic samples,Chennai North,Media Report,1,0.781,route_263,seg_9792;seg_3455,0.247,Allegation received; case forwarded to investigating officer.
455c8afc-1763-4d35-98bf-83daf5a3ed5e,eve_teasing,2024-02-20 17:26:48,Mount Road,13.001864,80.301011,seg_9755,Good,Alley,322,theft,1.49,No,0,120,Mixed,Unknown,Medium,Under Investigation,Digital trace,Chennai East,Anonymous Tip,7,0.544,route_510,seg_7471;seg_5958;seg_2435,0.188,Reported incident matching category; under local jurisdiction.
eb7fe7bd-4443-42ec-9af3-eb454b7d0f14,eve_teasing,2024-02-18 08:13:28,Anna Salai,13.009688,80.338058,seg_2784,Moderate,Main road,254,"burglary,robbery",1.6,Yes,2,108,Mixed,Female,Critical,Closed - Arrest,Forensic samples,Chennai North,Police Report,12,0.567,route_506,seg_7038;seg_7208;seg_2108,1.138,Allegation received; case forwarded to investigating officer.
c4c8c054-3c2f-4ed7-918e-decd869fdad9,robbery,2024-02-06 19:36:57,Triplicane Back Street,13.107495,80.293601,seg_7290,Moderate,Market street,244,assault,0.66,No,1,117,Adult,Mixed,Medium,Closed - Arrest,CCTV footage,Chennai West,Media Report,5,0.557,route_801,seg_2769;seg_2682,0.018,Reported incident matching category; under local jurisdiction.
6b75da26-0e5c-4d9a-bb03-f30c42e97d79,scam,2024-02-02 03:43:05,Alwarpet Lane,13.14771,80.266559,seg_6385,Good,Coastal road,341,"vandalism,arson,burglary",0.78,Yes,2,109,Adult,Unknown,Medium,Open,CCTV footage,Chennai South,Anonymous Tip,5,0.803,route_550,seg_4372;seg_9836,0.081,Victim(s) reported; case under preliminary investigation.
b65237dd-d207-4f48-850c-1b33d179dbab,robbery,2024-01-17 14:37:31,Anna Salai,12.974687,80.273255,seg_8050,Good,Highway,362,theft,0.05,No,0,105,Adult,Mixed,High,Closed - Arrest,Partial evidence,Chennai East,Citizen App,1,0.613,route_930,seg_3337;seg_4223;seg_8078,0.878,Reported incident matching category; under local jurisdiction.
86f76e20-2645-4433-8207-04bffa0ff368,assault,2024-01-10 09:32:07,Triplicane Back Street,13.046535,80.285342,seg_3969,Moderate,Market street,360,"robbery,vandalism,eve_teasing",0.86,No,1,107,Mixed,Female,Medium,Under Investigation,No evidence,Chennai West,Police Report,1,0.625,route_467,seg_1202;seg_9598;seg_4669,1.467,Report indicates violent altercation; details under review.
7be5bcc7-6c32-4588-a77a-c1b2ea19981f,robbery,2024-01-09 16:35:36,Adyar Bridge Rd,13.102321,80.277089,seg_6108,Poor,Coastal road,237,"robbery,burglary,vandalism",0.09,No,3,105,Adult,Female,Low,Under Investigation,No evidence,Chennai East,Media Report,3,0.572,route_998,seg_4079;seg_2124;seg_5552;seg_7931,0.246,Report indicates violent altercation; details under review.
2419cd79-e4a4-480f-b23e-7bcdb5f18060,assault,2024-01-08 15:02:32,Kodambakkam Road,13.016399,80.215055,seg_8213,Good,Coastal road,370,"theft,arson,burglary",0.22,No,0,108,Adult,Unknown,High,Pending Forensics,CCTV footage,Chennai West,NGO Report,5,0.515,route_838,seg_2315;seg_6383;seg_9742;seg_7226,1.431,Reported suspicious activity; law enforcement notified.
33e7ecfb-dc62-4f2e-a873-6e9bf55b90aa,femicide,2023-12-29 05:15:13,Alwarpet Lane,12.997856,80.207615,seg_9700,Good,Coastal road,232,vandalism,0.87,Yes,0,109,Child,Female,Medium,Open,Witness statements,Chennai North,Media Report,2,0.422,route_616,seg_8822;seg_4267;seg_5706;seg_6262,0.428,Reported incident matching category; under local jurisdiction.
fbe0f8da-2b3d-41d2-ac48-71c6d7f38d88,theft,2023-12-27 05:22:32,Adyar Bridge Rd,13.012078,80.214116,seg_5157,Moderate,Residential,394,burglary,0.2,Yes,0,107,Mixed,Mixed,Medium,Under Investigation,Digital trace,Chennai Central,NGO Report,10,0.755,route_258,seg_8713,1.496,Reported suspicious activity; law enforcement notified.
cc19771f-a857-44ad-ab9c-f9056cf75bb9,theft,2023-12-23 15:30:51,Perambur High St,13.039782,80.276654,seg_4808,Moderate,Underpass,322,vandalism,2.58,No,0,105,Adult,Male,Low,Closed - Arrest,Witness statements,Chennai East,Police Report,0,0.594,route_340,seg_9171;seg_5859;seg_4309,0.228,Victim(s) reported; case under preliminary investigation.
0bd21a90-f8bd-45f2-9eeb-d52b3ba65074,theft,2023-12-22 08:14:21,Anna Salai,13.084883,80.310905,seg_4359,Moderate,Main road,331,theft,0.55,No,5,108,Adult,Female,High,Closed - Arrest,Witness statements,Chennai Central,Anonymous Tip,4,0.719,route_936,seg_8945,0.935,Victim(s) reported; case under preliminary investigation.
52d7c075-239d-4ce5-b8c5-1b6c68ad7579,robbery,2023-12-21 10:35:42,Nungambakkam High Road,13.02681,80.333079,seg_2971,Good,Market street,218,"arson,fraud,burglary",0.19,No,3,105,Adult,Female,Medium,Cold Case,CCTV footage,Chennai East,Media Report,5,0.616,route_508,seg_4309;seg_9741;seg_3517;seg_1717,0.192,Reported suspicious activity; law enforcement notified.
2d55a9c0-66b2-466e-9be0-b87e70cf8ee5,eve_teasing,2023-12-13 22:59:50,Velachery Bypass,13.06873,80.313445,seg_7557,Good,Residential,344,"theft,robbery,vandalism",0.54,No,4,110,Child,Mixed,Low,Under Investigation,CCTV footage,Chennai Central,Hospital,7,0.74,route_436,seg_1486;seg_2631,1.107,Reported incident matching category; under local jurisdiction.
60ccfa86-4a2a-4c9c-b7e4-c787bfa714cf,robbery,2023-12-09 04:32:37,Alwarpet Lane,13.123171,80.208118,seg_5981,Moderate,Underpass,263,theft,1.2,Yes,0,105,Mixed,Unknown,Low,Open,Witness statements,Chennai South,Anonymous Tip,10,0.516,route_209,seg_2670;seg_3418;seg_7169,1.426,Reported suspicious activity; law enforcement notified.
64dde543-267d-43cf-aea9-723d54fa14a7,child_abuse,2023-12-04 16:28:59,Alwarpet Lane,12.974965,80.346179,seg_1546,Good,Residential,360,fraud,2.79,No,2,105,Child,Female,High,Open,No evidence,Chennai North,NGO Report,9,0.016,route_841,seg_2077;seg_2668;seg_1914;seg_1855,0.442,Reported suspicious activity; law enforcement notified.
e9934174-9157-4578-8bca-f95810aa8358,homicide,2023-12-01 10:12:28,Besant Nagar Rd,13.045585,80.273516,seg_6274,Poor,Alley,392,"robbery,assault",0.28,No,0,118,Child,Male,Low,Closed - Unsolved,Witness statements,Chennai South,Anonymous Tip,1,0.3,route_276,seg_1987;seg_4481;seg_1215;seg_4541,0.702,Reported suspicious activity; law enforcement notified.
ead01a43-6dca-4741-add6-2400ac13beaf,theft,2023-11-29 21:53:18,Alwarpet Lane,13.087099,80.31993,seg_6793,Good,Underpass,360,arson,0.11,Yes,3,116,Child,Unknown,Medium,Closed - Unsolved,Partial evidence,Chennai East,Hospital,2,0.946,route_809,seg_6050,1.058,Report indicates violent altercation; details under review.
f5308e71-240f-4a49-bf78-fb047e54249d,eve_teasing,2023-11-27 14:15:54,Royapettah Main St,13.075507,80.274422,seg_6900,Good,Alley,257,burglary,0.11,No,0,105,Adult,Mixed,High,Closed - Unsolved,Digital trace,Chennai North,Citizen App,11,0.569,route_721,seg_1721,1.288,Reported incident matching category; under local jurisdiction.
c347988f-6806-4066-bb89-6f4ac0455a64,robbery,2023-11-12 21:38:49,Perambur High St,13.021792,80.244381,seg_5837,Good,Underpass,267,theft,1.04,No,0,118,Adult,Male,High,Closed - Arrest,Forensic samples,Chennai South,Media Report,12,0.349,route_560,seg_4115;seg_5106,1.017,Victim(s) reported; case under preliminary investigation.
9b42f80c-1b61-4ff2-bd14-cb9441cd7375,homicide,2023-11-09 09:01:26,Kamarajar Salai,12.986114,80.338062,seg_9161,Moderate,Underpass,215,"burglary,assault,eve_teasing",0.2,No,0,105,Mixed,Male,Low,Under Investigation,CCTV footage,Chennai Central,Citizen App,0,0.368,route_283,seg_8861;seg_8439;seg_5412;seg_1095,0.494,Reported incident matching category; under local jurisdiction.
5085f9f0-f6c3-47be-9174-fc68f2e511cd,scam,2023-11-04 07:31:44,Velachery Bypass,12.975864,80.329492,seg_5635,Good,Main road,392,"burglary,fraud",2.57,Yes,0,111,Mixed,Unknown,Low,Open,Witness statements,Chennai West,Police Report,0,0.688,route_413,seg_7365;seg_7592,0.427,Victim(s) reported; case under preliminary investigation.
51298e5b-b0b3-4bf4-9825-1fc93e680396,theft,2023-10-29 04:00:35,Marina Promenade,13.125274,80.247202,seg_9179,Good,Coastal road,310,assault,0.55,No,1,106,Child,Female,Low,Under Investigation,Forensic samples,Chennai East,Hospital,9,0.589,route_608,seg_4593;seg_3266;seg_9348,0.74,Reported incident matching category; under local jurisdiction.
5fee8131-3c2f-482e-ac77-ead916677059,theft,2023-10-27 08:18:19,T. Nagar Main Rd,13.067587,80.313757,seg_2730,Moderate,Market street,210,"fraud,theft,vandalism",0.82,Yes,0,115,Mixed,Mixed,High,Open,Digital trace,Chennai West,Media Report,9,0.627,route_684,seg_3821,0.413,Victim(s) reported; case under preliminary investigation.
5777b2a3-653b-46e7-8318-f70c067f6265,assault,2023-10-15 17:13:46,Besant Nagar Rd,13.128478,80.32232,seg_6435,Moderate,Residential,399,eve_teasing,1.77,Yes,1,105,Child,Male,Low,Open,Partial evidence,Chennai Central,Police Report,8,0.538,route_625,seg_1019;seg_4675,0.036,Reported suspicious activity; law enforcement notified.
1a35483c-5130-4c6d-95ce-83156e365cf2,robbery,2023-10-13 00:22:26,Adyar Bridge Rd,12.994819,80.238673,seg_6820,Poor,Underpass,301,vandalism,2.85,No,1,106,Adult,Male,Medium,Cold Case,No evidence,Chennai West,Police Report,1,0.33,route_825,seg_1687,0.761,Victim(s) reported; case under preliminary investigation.
f5b50d0a-4c66-4fbb-af97-f721755e7b84,robbery,2023-10-02 03:48:22,Mount Road,13.100616,80.303974,seg_4571,Good,Coastal road,207,"fraud,robbery,assault",0.16,Yes,1,108,Adult,Male,Medium,Under Investigation,Digital trace,Chennai West,Media Report,11,0.663,route_797,seg_8452,0.696,Victim(s) reported; case under preliminary investigation.
a21013c2-e4a8-464e-9ac3-74ede4f7789f,assault,2023-09-14 04:24:23,Perambur High St,13.045201,80.295512,seg_3807,Good,Underpass,249,assault,2.72,No,1,105,Child,Male,High,Cold Case,Witness statements,Chennai South,Anonymous Tip,9,0.208,route_686,seg_1762;seg_2218;seg_5593,1.349,Allegation received; case forwarded to investigating officer.
6fdf2955-a425-43d9-811b-3c60ae365775,assault,2023-09-05 04:19:39,Choolaimedu Alley,12.983025,80.279151,seg_7932,Dark,Main road,371,"vandalism,arson,robbery",0.88,No,2,116,Mixed,Female,Medium,Under Investigation,Digital trace,Chennai Central,Hospital,8,0.364,route_662,seg_5061,0.337,Report indicates violent altercation; details under review.
0d0c5d5d-3b1b-4370-a41f-9fa84af7f51f,assault,2023-08-21 12:12:06,Marina Promenade,12.981148,80.270495,seg_4497,Good,Main road,300,robbery,0.47,Yes,1,105,Child,Male,High,Under Investigation,No evidence,Chennai West,Citizen App,0,0.748,route_416,seg_7929,0.405,Victim(s) reported; case under preliminary investigation.
27ae08ed-df4a-4624-9239-cf98c55313ba,theft,2023-08-19 11:17:30,Triplicane Back Street,13.074872,80.292728,seg_6656,Poor,Highway,315,"assault,theft,fraud",0.33,No,1,105,Adult,Mixed,Low,Under Investigation,No evidence,Chennai South,Media Report,8,0.652,route_490,seg_2520;seg_9383,0.828,Allegation received; case forwarded to investigating officer.
9a24a3af-56a6-4dfc-9356-4aa4814fbfce,rape,2023-08-16 23:17:09,Besant Nagar Rd,13.019533,80.30986,seg_3627,Good,Highway,355,"robbery,eve_teasing,arson",0.14,Yes,0,105,Child,Female,Medium,Under Investigation,Digital trace,Chennai East,Hospital,11,0.319,route_389,seg_6965,1.164,Victim(s) reported; case under preliminary investigation.
a2164394-8f47-433a-a0c1-7c5c308cf881,burglary,2023-08-05 12:17:44,Velachery Bypass,13.068501,80.236201,seg_5979,Poor,Market street,257,"vandalism,assault,fraud",0.42,No,0,109,Adult,Mixed,Low,Under Investigation,CCTV footage,Chennai North,Anonymous Tip,1,0.737,route_659,seg_1085;seg_8424;seg_6553,1.474,Allegation received; case forwarded to investigating officer.
4d36682b-cc1a-462b-a66a-f65fe7bf66e8,assault,2023-07-27 12:18:11,Alwarpet Lane,13.030683,80.25241,seg_4495,Moderate,Residential,322,"arson,theft",2.14,Yes,0,118,Mixed,Unknown,Critical,Closed - Unsolved,Digital trace,Chennai North,Police Report,10,0.261,route_554,seg_4937;seg_4994;seg_1653;seg_6258,0.572,Reported incident matching category; under local jurisdiction.
9ad40cd2-ce01-4835-b3ee-1f8faee70133,murder,2023-07-25 14:08:05,T. Nagar Main Rd,13.106695,80.279513,seg_9501,Poor,Main road,365,vandalism,1.75,No,3,107,Mixed,Male,High,Open,Digital trace,Chennai North,Citizen App,9,0.01,route_911,seg_1087;seg_8327,1.201,Reported incident matching category; under local jurisdiction.
ae8601f1-72d4-4d2c-b083-6ec8e84a76ad,theft,2023-07-19 09:34:35,Kodambakkam Road,13.029543,80.345219,seg_4470,Moderate,Alley,393,"assault,eve_teasing,burglary",0.85,Yes,0,110,Mixed,Female,Medium,Under Investigation,Forensic samples,Chennai North,Police Report,1,0.863,route_841,seg_1266;seg_3035;seg_3588;seg_8230,0.685,Reported suspicious activity; law enforcement notified.
0d6c7d8e-a068-4e97-80cf-375eda75911a,robbery,2023-07-13 22:26:01,Marina Promenade,13.115973,80.31444,seg_3822,Moderate,Market street,261,assault,2.49,Yes,1,105,Child,Unknown,Medium,Closed - Arrest,Partial evidence,Chennai South,Citizen App,9,0.42,route_834,seg_7697,1.418,Report indicates violent altercation; details under review.
237fea1d-45ca-4e04-933a-c9be4c0170ba,theft,2023-07-13 16:13:05,Kodambakkam Road,13.090734,80.275039,seg_6802,Good,Coastal road,353,"burglary,fraud,eve_teasing",0.13,No,0,114,Adult,Unknown,High,Closed - Unsolved,Partial evidence,Chennai West,Media Report,6,0.665,route_926,seg_5743;seg_2887;seg_7636;seg_1341,1.449,Victim(s) reported; case under preliminary investigation.
fa71fa2c-ecfe-41dd-a75b-8b0f9c01251e,burglary,2023-07-12 19:04:32,Kodambakkam Road,12.993233,80.304511,seg_9566,Moderate,Main road,327,"vandalism,eve_teasing",0.75,No,3,109,Child,Mixed,Medium,Under Investigation,CCTV footage,Chennai West,Citizen App,3,0.732,route_583,seg_4276;seg_2497,0.024,Reported incident matching category; under local jurisdiction.
41e75c78-3c11-4d50-9439-be1f34373ec8,robbery,2023-07-12 17:21:39,T. Nagar Main Rd,13.01383,80.266167,seg_5467,Good,Market street,397,"theft,robbery",0.07,Yes,0,105,Mixed,Male,Low,Under Investigation,Forensic samples,Chennai Central,Citizen App,11,0.577,route_490,seg_3806;seg_2167,0.467,Report indicates violent altercation; details under review.
a396dbd1-0883-4f25-bdb8-5c03bab0bd00,scam,2023-06-27 04:45:01,Besant Nagar Rd,13.075912,80.278702,seg_8671,Moderate,Main road,219,"fraud,vandalism,theft",1.58,No,1,118,Adult,Female,Medium,Under Investigation,Witness statements,Chennai East,Hospital,4,0.64,route_782,seg_2253,1.376,Allegation received; case forwarded to investigating officer.
